benchmark_run_id,run_id,mission,scenario,seed_range_start,seed_range_end,strategy,profile,total_runs,success_rate,avg_task_completion_rate,avg_detection_ticks,avg_reallocation_ticks,avg_messages_attempted,avg_messages_dropped,avg_tasks_injected,avg_tasks_expired,avg_conflicting_assignments,avg_network_availability,avg_relay_reallocation_ticks,avg_avg_hop_count,avg_disconnected_agents_max,avg_coverage_progress,avg_bytes_sent,avg_stale_state_age_ticks,avg_battery_margin_min,avg_battery_margin_avg,time_to_find,probability_of_detection,targets_found,safety_violations,belief_entropy_final,false_positive_rate,confirmation_scans,convergence_ticks_p50,convergence_ticks_p95,avg_bundle_travel_distance,avg_edge_coverage_rate,avg_missed_edges,avg_revisit_count,avg_route_efficiency,avg_route_length,avg_wasted_travel,avg_return_reserve,avg_infeasible_routes,avg_hazard_zones_mapped,avg_priority_updates,avg_final_threat_level,avg_high_priority_zones_mapped,avg_time_to_map_first_high_risk,avg_zone_observations,avg_urban_route_length_m,avg_urban_route_risk_score,urban_route_planned_rate,avg_urban_violation_count,urban_route_completed_rate,urban_patrol_completed_rate,avg_urban_time_to_complete_loop,avg_urban_distance_travelled_m,avg_urban_route_efficiency,avg_urban_replan_count,bus_detection_rate,avg_time_to_detect_bus,avg_false_positive_count,avg_distance_before_detection,search_success_without_violation_rate,avg_urban_min_agent_separation_m,avg_urban_separation_violation_count,avg_urban_route_conflict_count
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_auction_inspection_linear,inspection,inspection,0,1000,auction,inspection/linear,1000,1.000,1.000,0.000,0.000,3000.000,1896.000,0.000,0.000,9160.000,0.055,0.000,1.000,1.000,0.000,137352.000,474.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,10.000,0.435,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_auction_inspection_perimeter,inspection,inspection,0,1000,auction,inspection/perimeter,1000,1.000,1.000,0.000,0.000,6000.000,894.000,0.000,0.000,30920.000,0.708,0.000,1.000,1.000,0.000,274704.000,0.000,15.375,26.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,40.000,0.513,-0.000,0.000,26.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_auction_inspection_random,inspection,inspection,0,1000,auction,inspection/random,1000,1.000,1.000,0.000,0.000,10000.000,2389.728,0.000,0.000,18314.719,0.409,0.000,1.000,0.975,0.000,457840.000,273.886,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,21.464,0.780,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_auction_wildfire_high-threat-dynamic,wildfire,wildfire,0,1000,auction,wildfire/high-threat-dynamic,1000,0.196,1.000,0.000,0.000,6000.000,0.000,0.000,0.000,1554.929,1.000,0.000,1.000,0.000,0.748,274704.000,0.000,98.516,99.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.274,0.000,3.990,104.000,1.000,3.250,58.275,3.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_auction_wildfire_large-static,wildfire,wildfire,0,1000,auction,wildfire/large-static,1000,0.299,1.000,0.000,0.000,9000.000,0.000,0.000,0.000,1195.094,1.000,0.000,1.000,0.000,0.842,410760.000,0.000,98.672,99.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.458,0.000,5.746,0.000,0.467,0.960,88.683,5.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_auction_wildfire_medium-dynamic,wildfire,wildfire,0,1000,auction,wildfire/medium-dynamic,1000,0.196,1.000,0.000,0.000,4800.000,0.000,0.000,0.000,1156.753,1.000,0.000,1.000,0.000,0.750,219504.000,0.000,98.523,99.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.275,0.000,3.974,116.000,1.000,1.527,144.475,3.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_auction_wildfire_small-static,wildfire,wildfire,0,1000,auction,wildfire/small-static,1000,0.271,1.000,0.000,0.000,400.000,0.000,0.000,0.000,150.575,1.000,0.000,1.000,0.000,0.625,18184.000,0.000,98.400,98.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.009,0.000,1.471,0.000,0.500,0.732,95.086,1.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_heavy-loss-cascade-failure,coverage,coverage,0,1000,cbba,coverage/heavy-loss-cascade-failure,1000,0.000,1.000,0.000,1.000,13043.556,6616.868,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,592528.689,186.005,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_heavy-loss-multiple-failures,coverage,coverage,0,1000,cbba,coverage/heavy-loss-multiple-failures,1000,0.000,1.000,0.000,1.000,14606.496,6495.041,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,663771.285,189.988,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_heavy-loss-no-failures,coverage,coverage,0,1000,cbba,coverage/heavy-loss-no-failures,1000,1.000,1.000,0.000,0.000,90.000,27.077,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_heavy-loss-single-failure,coverage,coverage,0,1000,cbba,coverage/heavy-loss-single-failure,1000,0.000,1.000,0.000,1.000,16280.955,6087.717,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,740026.260,191.451,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_high-latency-cascade-failure,coverage,coverage,0,1000,cbba,coverage/high-latency-cascade-failure,1000,0.000,1.000,0.000,1.000,13043.556,3862.508,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,592528.689,185.446,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_high-latency-multiple-failures,coverage,coverage,0,1000,cbba,coverage/high-latency-multiple-failures,1000,0.000,1.000,0.000,1.000,14606.496,3018.316,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,663771.285,189.462,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_high-latency-no-failures,coverage,coverage,0,1000,cbba,coverage/high-latency-no-failures,1000,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_high-latency-single-failure,coverage,coverage,0,1000,cbba,coverage/high-latency-single-failure,1000,0.000,1.000,0.000,1.000,16280.955,1719.045,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,740026.260,191.005,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_ideal-cascade-failure,coverage,coverage,0,1000,cbba,coverage/ideal-cascade-failure,1000,1.000,1.000,3.000,0.000,1848.582,130.850,0.000,0.000,0.000,0.952,0.000,1.000,2.924,1.000,82391.859,7.748,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_ideal-multiple-failures,coverage,coverage,0,1000,cbba,coverage/ideal-multiple-failures,1000,1.000,1.000,3.000,0.000,1387.728,80.812,0.000,0.000,0.000,0.959,0.000,1.000,1.938,1.000,61654.725,5.868,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_ideal-no-failures,coverage,coverage,0,1000,cbba,coverage/ideal-no-failures,1000,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,0.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_ideal-single-failure,coverage,coverage,0,1000,cbba,coverage/ideal-single-failure,1000,1.000,1.000,3.000,0.000,1133.550,36.000,0.000,0.000,0.000,0.975,0.000,1.000,1.000,1.000,50219.406,4.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_light-loss-cascade-failure,coverage,coverage,0,1000,cbba,coverage/light-loss-cascade-failure,1000,1.000,1.000,2.248,0.000,9857.394,3153.762,0.000,0.000,0.000,0.982,0.000,1.000,2.866,1.000,447350.670,134.940,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_light-loss-multiple-failures,coverage,coverage,0,1000,cbba,coverage/light-loss-multiple-failures,1000,1.000,1.000,2.350,0.000,8998.776,2133.550,0.000,0.000,0.000,0.981,0.000,1.000,1.937,1.000,408347.829,111.622,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_light-loss-no-failures,coverage,coverage,0,1000,cbba,coverage/light-loss-no-failures,1000,1.000,1.000,0.000,0.000,90.000,4.499,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_light-loss-single-failure,coverage,coverage,0,1000,cbba,coverage/light-loss-single-failure,1000,1.000,1.000,2.382,0.000,7355.403,1058.287,0.000,0.000,0.000,0.985,0.000,1.000,1.000,1.000,333562.266,80.870,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_medium-loss-cascade-failure,coverage,coverage,0,1000,cbba,coverage/medium-loss-cascade-failure,1000,1.000,1.000,0.003,0.000,13043.556,5239.318,0.000,0.000,0.000,0.995,0.000,1.000,2.732,1.000,592528.689,185.664,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_medium-loss-multiple-failures,coverage,coverage,0,1000,cbba,coverage/medium-loss-multiple-failures,1000,1.000,1.000,0.002,0.000,14606.496,4755.793,0.000,0.000,0.000,0.997,0.000,1.000,1.900,1.000,663771.285,189.675,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_medium-loss-no-failures,coverage,coverage,0,1000,cbba,coverage/medium-loss-no-failures,1000,1.000,1.000,0.000,0.000,90.000,13.463,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_medium-loss-single-failure,coverage,coverage,0,1000,cbba,coverage/medium-loss-single-failure,1000,1.000,1.000,0.000,0.000,16280.955,3902.531,0.000,0.000,0.000,0.999,0.000,1.000,0.998,1.000,740026.260,191.185,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_partition-prone-cascade-failure,coverage,coverage,0,1000,cbba,coverage/partition-prone-cascade-failure,1000,0.996,0.996,0.019,0.000,13043.556,5356.062,0.000,0.000,0.000,0.992,0.000,1.000,2.807,1.000,592528.689,185.574,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_partition-prone-multiple-failures,coverage,coverage,0,1000,cbba,coverage/partition-prone-multiple-failures,1000,1.000,1.000,0.033,0.000,14606.496,4777.498,0.000,0.000,0.000,0.995,0.000,1.000,1.927,1.000,663771.285,189.594,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_partition-prone-no-failures,coverage,coverage,0,1000,cbba,coverage/partition-prone-no-failures,1000,1.000,1.000,0.000,0.000,18000.000,2698.830,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,818280.000,2.703,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_cbba_coverage_partition-prone-single-failure,coverage,coverage,0,1000,cbba,coverage/partition-prone-single-failure,1000,1.000,1.000,0.019,0.000,16280.955,3906.105,0.000,0.000,0.000,0.998,0.000,1.000,0.998,1.000,740026.260,191.123,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_cbba_emergency-mesh_ideal,emergency-mesh,emergency-mesh,0,1000,cbba,emergency-mesh/ideal,1000,0.431,0.660,0.000,0.689,7980.000,2668.218,0.000,0.000,3.454,0.662,0.507,2.329,1.466,0.830,764431.000,134.208,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_cbba_emergency-mesh_low-loss,emergency-mesh,emergency-mesh,0,1000,cbba,emergency-mesh/low-loss,1000,0.409,0.637,0.000,0.675,7980.000,2979.225,0.000,0.000,3.456,0.640,0.548,2.330,1.473,0.819,763486.250,136.624,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_cbba_emergency-mesh_medium-loss,emergency-mesh,emergency-mesh,0,1000,cbba,emergency-mesh/medium-loss,1000,0.351,0.478,0.000,0.785,9990.000,4955.069,0.000,0.000,6.275,0.485,0.683,2.253,1.823,0.739,937166.250,201.127,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_cbba_emergency-mesh_packet-loss-10,emergency-mesh,emergency-mesh,0,1000,cbba,emergency-mesh/packet-loss-10,1000,0.415,0.633,0.000,0.615,7980.000,3238.423,0.000,0.000,4.415,0.639,0.545,2.329,1.472,0.817,763867.250,136.255,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_cbba_emergency-mesh_single-failure,emergency-mesh,emergency-mesh,0,1000,cbba,emergency-mesh/single-failure,1000,0.595,0.595,0.687,0.549,5483.675,3259.177,0.000,0.000,3.489,0.261,0.339,2.321,3.922,0.797,510928.475,159.037,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_sar_cbba_sar_ideal,sar,sar,0,1000,cbba,sar/ideal,1000,0.000,0.042,0.000,1.024,8000.000,6618.864,0.000,0.000,5544.920,0.030,0.000,0.391,4.802,0.136,749479.792,294.419,80.937,95.297,10.225,0.579,1.157,0.000,0.628,0.560,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,86.127,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_sar_cbba_sar_standard,sar,sar,0,1000,cbba,sar/standard,1000,0.000,0.015,0.000,1.047,22386.000,20169.126,0.000,0.000,10973.650,0.018,0.000,0.301,6.800,0.072,2399492.754,399.413,75.623,95.706,13.365,0.427,1.281,0.000,0.434,0.435,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,83.459,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_cbba_inspection_linear,inspection,inspection,0,1000,cbba,inspection/linear,1000,1.000,1.000,0.000,0.000,3000.000,0.000,0.000,0.000,3874.887,1.000,0.000,1.172,0.000,0.691,137352.000,0.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.948,0.520,0.000,0.279,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
