benchmark_run_id,run_id,mission,scenario,seed_range_start,seed_range_end,strategy,profile,total_runs,success_rate,avg_task_completion_rate,avg_detection_ticks,avg_reallocation_ticks,avg_messages_attempted,avg_messages_dropped,avg_tasks_injected,avg_tasks_expired,avg_conflicting_assignments,avg_network_availability,avg_relay_reallocation_ticks,avg_avg_hop_count,avg_disconnected_agents_max,avg_coverage_progress,avg_bytes_sent,avg_stale_state_age_ticks,avg_battery_margin_min,avg_battery_margin_avg,time_to_find,probability_of_detection,targets_found,safety_violations,belief_entropy_final,false_positive_rate,confirmation_scans,convergence_ticks_p50,convergence_ticks_p95,avg_bundle_travel_distance,avg_edge_coverage_rate,avg_missed_edges,avg_revisit_count,avg_route_efficiency,avg_route_length,avg_wasted_travel,avg_return_reserve,avg_infeasible_routes,avg_hazard_zones_mapped,avg_priority_updates,avg_final_threat_level,avg_high_priority_zones_mapped,avg_time_to_map_first_high_risk,avg_zone_observations
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_ideal-no-failures,coverage,coverage,0,500,auction,coverage/ideal-no-failures,500,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,0.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_ideal-single-failure,coverage,coverage,0,500,auction,coverage/ideal-single-failure,500,1.000,1.000,3.000,0.000,1131.300,36.000,0.000,0.000,0.000,0.975,0.000,1.000,1.000,1.000,50118.372,4.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_light-loss-cascade-failure,coverage,coverage,0,500,auction,coverage/light-loss-cascade-failure,500,1.000,1.000,2.250,0.000,9597.492,3059.478,0.000,0.000,0.000,0.981,0.000,1.000,2.868,1.000,435509.010,130.864,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_light-loss-multiple-failures,coverage,coverage,0,500,auction,coverage/light-loss-multiple-failures,500,1.000,1.000,2.326,0.000,9036.864,2144.176,0.000,0.000,0.000,0.981,0.000,1.000,1.938,1.000,410083.812,112.166,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_light-loss-no-failures,coverage,coverage,0,500,auction,coverage/light-loss-no-failures,500,1.000,1.000,0.000,0.000,90.000,4.592,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_light-loss-single-failure,coverage,coverage,0,500,auction,coverage/light-loss-single-failure,500,1.000,1.000,2.410,0.000,6911.460,989.964,0.000,0.000,0.000,0.984,0.000,1.000,1.000,1.000,313348.284,75.408,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_medium-loss-cascade-failure,coverage,coverage,0,500,auction,coverage/medium-loss-cascade-failure,500,1.000,1.000,0.006,0.000,13042.584,5240.326,0.000,0.000,0.000,0.995,0.000,1.000,2.736,1.000,592485.228,185.686,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_medium-loss-multiple-failures,coverage,coverage,0,500,auction,coverage/medium-loss-multiple-failures,500,1.000,1.000,0.000,0.000,14606.208,4757.038,0.000,0.000,0.000,0.997,0.000,1.000,1.908,1.000,663758.532,189.676,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_medium-loss-no-failures,coverage,coverage,0,500,auction,coverage/medium-loss-no-failures,500,1.000,1.000,0.000,0.000,90.000,13.484,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_medium-loss-single-failure,coverage,coverage,0,500,auction,coverage/medium-loss-single-failure,500,1.000,1.000,0.000,0.000,16280.730,3903.610,0.000,0.000,0.000,0.999,0.000,1.000,1.000,1.000,740016.270,191.210,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_partition-prone-cascade-failure,coverage,coverage,0,500,auction,coverage/partition-prone-cascade-failure,500,1.000,1.000,0.018,0.000,13042.584,5356.392,0.000,0.000,0.000,0.992,0.000,1.000,2.818,1.000,592485.228,185.600,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_partition-prone-multiple-failures,coverage,coverage,0,500,auction,coverage/partition-prone-multiple-failures,500,1.000,1.000,0.018,0.000,14606.208,4778.932,0.000,0.000,0.000,0.995,0.000,1.000,1.924,1.000,663758.532,189.606,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_partition-prone-no-failures,coverage,coverage,0,500,auction,coverage/partition-prone-no-failures,500,1.000,1.000,0.000,0.000,18000.000,2699.948,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,818280.000,2.676,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_auction_coverage_partition-prone-single-failure,coverage,coverage,0,500,auction,coverage/partition-prone-single-failure,500,1.000,1.000,0.014,0.000,16280.730,3906.704,0.000,0.000,0.000,0.998,0.000,1.000,1.000,1.000,740016.270,191.154,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_emergency-mesh_auction_emergency-mesh_ideal,emergency-mesh,emergency-mesh,0,500,auction,emergency-mesh/ideal,500,0.348,0.596,0.000,0.559,7980.000,2731.392,0.000,0.000,1.142,0.600,0.272,2.346,1.368,0.798,764214.000,136.656,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_emergency-mesh_auction_emergency-mesh_low-loss,emergency-mesh,emergency-mesh,0,500,auction,emergency-mesh/low-loss,500,0.344,0.590,0.000,0.544,7980.000,2990.156,0.000,0.000,1.242,0.594,0.274,2.346,1.370,0.795,762533.250,133.678,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_emergency-mesh_auction_emergency-mesh_medium-loss,emergency-mesh,emergency-mesh,0,500,auction,emergency-mesh/medium-loss,500,0.334,0.468,0.000,0.637,9990.000,4960.356,0.000,0.000,5.124,0.475,0.311,2.265,1.762,0.734,935796.000,199.366,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_emergency-mesh_auction_emergency-mesh_packet-loss-10,emergency-mesh,emergency-mesh,0,500,auction,emergency-mesh/packet-loss-10,500,0.342,0.574,0.000,0.491,7980.000,3279.648,0.000,0.000,1.958,0.579,0.248,2.350,1.374,0.787,762294.750,135.274,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_emergency-mesh_auction_emergency-mesh_single-failure,emergency-mesh,emergency-mesh,0,500,auction,emergency-mesh/single-failure,500,0.572,0.572,0.744,0.438,5390.300,3212.916,0.000,0.000,1.286,0.275,0.208,2.343,3.802,0.786,502069.350,156.764,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_sar_auction_sar_ideal,sar,sar,0,500,auction,sar/ideal,500,0.002,1.000,0.000,0.000,8000.000,5109.568,0.000,0.000,35949.734,0.041,0.000,0.457,4.838,0.718,1143248.768,273.458,78.353,94.170,15.687,0.570,1.140,0.000,0.627,0.554,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,85.052,0.830,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_sar_auction_sar_standard,sar,sar,0,500,auction,sar/standard,500,0.000,0.988,0.000,0.000,22386.000,18166.228,0.000,0.000,64630.264,0.040,0.000,0.373,6.814,0.813,4863624.984,398.148,75.111,95.128,26.740,0.435,1.306,0.000,0.434,0.429,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,83.264,1.212,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_inspection_auction_inspection_linear,inspection,inspection,0,500,auction,inspection/linear,500,1.000,1.000,0.000,0.000,3000.000,1896.000,0.000,0.000,9160.000,0.055,0.000,1.000,1.000,0.000,137352.000,474.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,10.000,0.435,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_inspection_auction_inspection_perimeter,inspection,inspection,0,500,auction,inspection/perimeter,500,1.000,1.000,0.000,0.000,6000.000,894.000,0.000,0.000,30920.000,0.708,0.000,1.000,1.000,0.000,274704.000,0.000,15.375,26.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,40.000,0.513,-0.000,0.000,26.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_inspection_auction_inspection_random,inspection,inspection,0,500,auction,inspection/random,500,1.000,1.000,0.000,0.000,10000.000,2407.424,0.000,0.000,18625.114,0.405,0.000,1.000,0.972,0.000,457840.000,276.726,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,21.740,0.798,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_wildfire_auction_wildfire_high-threat-dynamic,wildfire,wildfire,0,500,auction,wildfire/high-threat-dynamic,500,0.230,1.000,0.000,0.000,6000.000,0.000,0.000,0.000,1553.510,1.000,0.000,1.000,0.000,0.757,274704.000,0.000,98.553,99.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.289,0.000,3.988,104.000,1.000,3.202,58.470,3.988
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_wildfire_auction_wildfire_large-static,wildfire,wildfire,0,500,auction,wildfire/large-static,500,0.284,1.000,0.000,0.000,9000.000,0.000,0.000,0.000,1192.662,1.000,0.000,1.000,0.000,0.837,410760.000,0.000,98.676,99.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.457,0.000,5.744,0.000,0.467,0.944,88.758,5.744
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_wildfire_auction_wildfire_medium-dynamic,wildfire,wildfire,0,500,auction,wildfire/medium-dynamic,500,0.230,1.000,0.000,0.000,4800.000,0.000,0.000,0.000,1155.592,1.000,0.000,1.000,0.000,0.759,219504.000,0.000,98.560,99.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.292,0.000,3.970,116.000,1.000,1.512,150.558,3.970
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_wildfire_auction_wildfire_small-static,wildfire,wildfire,0,500,auction,wildfire/small-static,500,0.246,1.000,0.000,0.000,400.000,0.000,0.000,0.000,153.808,1.000,0.000,1.000,0.000,0.619,18184.000,0.000,98.402,98.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.030,0.000,1.498,0.000,0.500,0.746,96.158,1.498
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_heavy-loss-cascade-failure,coverage,coverage,0,500,cbba,coverage/heavy-loss-cascade-failure,500,0.000,1.000,0.000,1.000,13042.584,6617.944,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,592485.228,186.014,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_heavy-loss-multiple-failures,coverage,coverage,0,500,cbba,coverage/heavy-loss-multiple-failures,500,0.000,1.000,0.000,1.000,14606.208,6496.908,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,663758.532,189.996,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_heavy-loss-no-failures,coverage,coverage,0,500,cbba,coverage/heavy-loss-no-failures,500,1.000,1.000,0.000,0.000,90.000,26.922,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_heavy-loss-single-failure,coverage,coverage,0,500,cbba,coverage/heavy-loss-single-failure,500,0.000,1.000,0.000,1.000,16280.730,6088.710,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,740016.270,191.454,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_high-latency-cascade-failure,coverage,coverage,0,500,cbba,coverage/high-latency-cascade-failure,500,0.000,1.000,0.000,1.000,13042.584,3863.264,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,592485.228,185.482,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_high-latency-multiple-failures,coverage,coverage,0,500,cbba,coverage/high-latency-multiple-failures,500,0.000,1.000,0.000,1.000,14606.208,3018.572,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,663758.532,189.478,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_high-latency-no-failures,coverage,coverage,0,500,cbba,coverage/high-latency-no-failures,500,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_high-latency-single-failure,coverage,coverage,0,500,cbba,coverage/high-latency-single-failure,500,0.000,1.000,0.000,1.000,16280.730,1719.270,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,740016.270,191.030,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_ideal-cascade-failure,coverage,coverage,0,500,cbba,coverage/ideal-cascade-failure,500,1.000,1.000,3.000,0.000,1845.342,130.850,0.000,0.000,0.000,0.951,0.000,1.000,2.924,1.000,82246.338,7.748,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_ideal-multiple-failures,coverage,coverage,0,500,cbba,coverage/ideal-multiple-failures,500,1.000,1.000,3.000,0.000,1386.288,80.812,0.000,0.000,0.000,0.959,0.000,1.000,1.938,1.000,61590.132,5.868,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T023230Z_all_500_custom,2026-05-31T023230Z_all_500_custom_coverage_cbba_coverage_ideal-no-failures,coverage,coverage,0,500,cbba,coverage/ideal-no-failures,500,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,0.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
